IncidentId,SourceName,CreateDate,Title,ModifiedDate,RaisingEnvironment,OwningTeamName,OwningTenantName,OwningContactAlias,ParentIncidentId,Severity,Status,ResolveDate,CommitDate,ResolvedBy,LastCorrelationDate,Keywords,MitigateDate,ImpactStartDate,MitigatedBy,IncidentType,HowFixed,MinAckDate,MaxAckDate,AckBy
24168537,BeihaiTriageXpertIcMConnector,2016-10-06T05:30:53.3600000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=LikeBoard;] - [BeihaiSvcProd LikeBoard Reliability Failure],2016-10-06T17:00:18.9270000,null,BEIHAISERVICES\BigParkOperations,BeihaiServices,a-joolse,null,2,RESOLVED,2016-10-06T17:00:18.9270000,null,a-joolse,null,null,10/6/2016 5:33:31 AM,10/6/2016 5:12:00 AM,iross,LiveSite,By Design,2016-10-06T05:32:51.1870000,2016-10-06T05:32:51.1870000,a-joolse
24168562,BeihaiTriageXpertIcMConnector,2016-10-06T05:31:58.3430000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=LikeCreation;] - [BeihaiSvcProd LikeCreation Reliability Failure],2016-10-06T16:58:52.1970000,null,BEIHAISERVICES\BigParkOperations,BeihaiServices,a-joolse,null,2,RESOLVED,2016-10-06T16:58:52.1970000,null,a-joolse,null,null,10/6/2016 5:34:34 AM,10/6/2016 5:13:00 AM,iross,LiveSite,By Design,2016-10-06T05:33:24.8470000,2016-10-06T05:33:24.8470000,a-joolse
24170319,BeihaiTriageXpertIcMConnector,2016-10-06T06:30:53.4970000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=LikeBoard;] - [BeihaiSvcProd LikeBoard Reliability Failure],2016-10-06T16:58:08.9930000,null,BEIHAISERVICES\BigParkOperations,BeihaiServices,a-joolse,null,2,RESOLVED,2016-10-06T16:58:08.9930000,null,a-joolse,null,null,10/6/2016 6:33:32 AM,10/6/2016 6:12:00 AM,a-joolse,LiveSite,By Design,2016-10-06T06:32:48.0130000,2016-10-06T06:32:48.0130000,a-joolse
24170360,BeihaiTriageXpertIcMConnector,2016-10-06T06:32:51.9600000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=LikeCreation;] - [BeihaiSvcProd LikeCreation Reliability Failure],2016-10-06T16:57:12.4700000,null,BEIHAISERVICES\BigParkOperations,BeihaiServices,a-joolse,null,2,RESOLVED,2016-10-06T16:57:11.8000000,null,a-joolse,null,null,10/6/2016 6:35:36 AM,10/6/2016 6:14:00 AM,a-joolse,LiveSite,By Design,2016-10-06T06:34:33.0070000,2016-10-06T06:34:33.0070000,a-joolse
24202396,BeihaiTriageXpertIcMConnector,2016-10-06T20:21:04.5300000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=UnlikeCreation;] - [BeihaiSvcProd UnlikeCreation DataAbsence],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,dadeside,null,2,RESOLVED,2016-11-28T17:54:00.7600000,null,seansto,null,null,10/6/2016 9:13:59 PM,10/6/2016 8:01:00 PM,dadeside,LiveSite,External,2016-10-06T20:27:16.6970000,2016-10-06T20:27:16.6970000,dadeside
24202397,BeihaiTriageXpertIcMConnector,2016-10-06T20:21:05.1470000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=LikeCreation;] - [BeihaiSvcProd LikeCreation DataAbsence],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,dadeside,24202396,2,RESOLVED,2016-11-28T17:54:01.0100000,null,seansto,null,null,10/6/2016 9:13:59 PM,10/6/2016 8:01:00 PM,dadeside,LiveSite,External,2016-10-06T20:27:10.6770000,2016-10-06T20:27:10.6770000,dadeside
24202398,BeihaiTriageXpertIcMConnector,2016-10-06T20:21:06.0130000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=GetCreation;] - [BeihaiSvcProd GetCreation DataAbsence],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,dadeside,24202396,2,RESOLVED,2016-11-28T17:54:01.0170000,null,seansto,null,null,10/6/2016 9:13:59 PM,10/6/2016 8:01:00 PM,dadeside,LiveSite,External,2016-10-06T20:27:13.3970000,2016-10-06T20:27:13.3970000,dadeside
24202409,BeihaiTriageXpertIcMConnector,2016-10-06T20:21:17.5330000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=GetDeletedCreation;] - [BeihaiSvcProd GetDeletedCreation DataAbsence],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,dadeside,24202396,2,RESOLVED,11/28/2016 5:54:01 PM,null,seansto,null,null,10/6/2016 9:13:59 PM,10/6/2016 8:01:00 PM,dadeside,LiveSite,External,2016-10-06T20:26:16.6300000,2016-10-06T20:27:34.6800000,a-somahi
24202410,BeihaiTriageXpertIcMConnector,2016-10-06T20:21:19.3030000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=DeleteCreation;] - [BeihaiSvcProd DeleteCreation DataAbsence],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,dadeside,24202396,2,RESOLVED,2016-11-28T17:54:01.0030000,null,seansto,null,null,10/6/2016 9:13:59 PM,10/6/2016 8:01:00 PM,dadeside,LiveSite,External,2016-10-06T20:26:55.5170000,2016-10-06T20:28:51.9730000,a-somahi
24202413,BeihaiTriageXpertIcMConnector,2016-10-06T20:21:20.9030000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=EncodingComplete;] - [BeihaiSvcProd EncodingComplete DataAbsence],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,dadeside,24202396,2,RESOLVED,2016-11-28T17:54:00.9900000,null,seansto,null,null,10/6/2016 9:13:59 PM,10/6/2016 8:01:00 PM,dadeside,LiveSite,External,2016-10-06T20:27:20.3430000,2016-10-06T20:27:20.3430000,dadeside
24203025,ICMPortal,2016-10-06T20:35:43.9130000,Models cannot be uploaded,2016-11-29T17:06:23.5430000,PROD,BEIHAISERVICES\CommunityMedia,BeihaiServices,manef,null,1,RESOLVED,2016-11-29T17:06:23.5430000,null,manef,null,,10/6/2016 11:56:37 PM,10/6/2016 8:06:00 PM,manef,LiveSite,Other,2016-10-06T20:36:35.3770000,2016-10-06T22:34:50.5600000,arocher
24204072,BeihaiTriageXpertIcMConnector,2016-10-06T21:02:17.2330000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=Spotlight;] - [BeihaiSvcProd GetSpotlight DataAbsence],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,dadeside,null,2,RESOLVED,2016-11-28T18:58:17.9030000,null,seansto,null,null,10/6/2016 9:12:18 PM,10/6/2016 8:42:00 PM,hesilva,LiveSite,False Alarm/Transient,2016-10-06T21:04:06.0670000,2016-10-06T21:08:28.7270000,a-somahi
24206180,BeihaiTriageXpertIcMConnector,2016-10-06T22:01:07.9300000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=GetCreation;] - [BeihaiSvcProd GetCreation DataAbsence],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,dadeside,null,2,RESOLVED,2016-10-07T17:35:53.8800000,null,dadeside,2016-10-06T23:02:05.6530000,null,10/7/2016 5:30:01 PM,10/6/2016 9:41:00 PM,dadeside,LiveSite,,2016-10-06T22:05:08.0400000,2016-10-06T22:05:08.0400000,dadeside
24206181,BeihaiTriageXpertIcMConnector,2016-10-06T22:01:14.8270000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=LikeCreation;] - [BeihaiSvcProd LikeCreation DataAbsence],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,dadeside,null,2,RESOLVED,2016-10-07T17:36:09.2070000,null,dadeside,2016-10-06T23:02:04.1100000,null,10/7/2016 5:35:55 PM,10/6/2016 9:41:00 PM,dadeside,LiveSite,Fixed with Ad-Hoc steps,2016-10-06T22:07:53.6030000,2016-10-06T22:07:53.6030000,dadeside
24206183,BeihaiTriageXpertIcMConnector,2016-10-06T22:01:16.1830000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=UnlikeCreation;] - [BeihaiSvcProd UnlikeCreation DataAbsence],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,dadeside,null,2,RESOLVED,2016-10-07T17:36:44.9800000,null,dadeside,2016-10-06T23:02:03.1500000,null,10/7/2016 5:36:16 PM,10/6/2016 9:41:00 PM,dadeside,LiveSite,Fixed with Hotfix,2016-10-06T22:05:19.4400000,2016-10-06T22:05:19.4400000,dadeside
24206184,BeihaiTriageXpertIcMConnector,2016-10-06T22:01:17.6970000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=GetDeletedCreation;] - [BeihaiSvcProd GetDeletedCreation DataAbsence],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,dadeside,null,2,RESOLVED,2016-10-07T17:37:01.4000000,null,dadeside,2016-10-06T23:01:18.4570000,null,10/7/2016 5:36:51 PM,10/6/2016 9:41:00 PM,dadeside,LiveSite,Fixed with Hotfix,2016-10-06T22:05:16.7030000,2016-10-06T22:05:16.7030000,dadeside
24206185,BeihaiTriageXpertIcMConnector,2016-10-06T22:01:19.5970000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=DeleteCreation;] - [BeihaiSvcProd DeleteCreation DataAbsence],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,dadeside,null,2,RESOLVED,2016-10-07T17:37:18.7630000,null,dadeside,2016-10-06T23:02:19.0600000,null,10/7/2016 5:37:08 PM,10/6/2016 9:41:00 PM,dadeside,LiveSite,Fixed with Hotfix,2016-10-06T22:05:30.3670000,2016-10-06T22:05:30.3670000,dadeside
24206186,BeihaiTriageXpertIcMConnector,2016-10-06T22:01:21.6400000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=EncodingComplete;] - [BeihaiSvcProd EncodingComplete DataAbsence],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,dadeside,null,2,RESOLVED,2016-10-07T17:37:34.5170000,null,dadeside,2016-10-06T23:02:21.1400000,null,10/7/2016 5:37:25 PM,10/6/2016 9:41:00 PM,dadeside,LiveSite,Fixed with Hotfix,2016-10-06T22:06:40.4870000,2016-10-06T22:06:40.4870000,dadeside
24210700,BeihaiTriageXpertIcMConnector,2016-10-06T23:28:58.7300000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=CreateBoard;] - [BeihaiSvcProd CreateBoard Reliability Failure],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,dadeside,null,1,RESOLVED,2016-10-06T23:56:19.2670000,null,hesilva,null,null,10/6/2016 11:54:48 PM,10/6/2016 11:10:00 PM,hesilva,LiveSite,Other,2016-10-06T23:30:26.3200000,2016-10-06T23:35:39.4730000,a-somahi
24256694,BeihaiTriageXpertIcMConnector,2016-10-07T20:01:04.9470000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=UpdateBoard;] - [BeihaiSvcProd UpdateBoard Reliability Failure],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,dadeside,null,2,RESOLVED,2016-11-28T19:14:00.7700000,null,seansto,null,null,10/7/2016 8:10:04 PM,10/7/2016 7:43:00 PM,dadeside,LiveSite,False Alarm/Transient,2016-10-07T20:07:33.3070000,2016-10-07T20:07:33.3070000,dadeside
24301629,BeihaiTriageXpertIcMConnector,2016-10-08T12:26:51.0300000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=LikeBoard;] - [BeihaiSvcProd LikeBoard Reliability Failure],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,dadeside,null,1,RESOLVED,2016-11-28T19:14:18.0070000,null,seansto,null,null,10/8/2016 12:47:40 PM,10/8/2016 12:08:00 PM,dadeside,LiveSite,False Alarm/Transient,2016-10-08T12:32:43.8870000,2016-10-08T12:42:47.0200000,IcMSystem
24301636,BeihaiTriageXpertIcMConnector,2016-10-08T12:27:04.1430000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=UpdateBoard;] - [BeihaiSvcProd UpdateBoard Reliability Failure],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,null,null,1,RESOLVED,2016-11-28T19:14:32.2300000,null,seansto,null,null,10/8/2016 12:58:57 PM,10/8/2016 12:09:00 PM,dadeside,LiveSite,False Alarm/Transient,2016-10-08T12:37:42.6700000,2016-10-08T12:37:42.6700000,IcMSystem
24301699,BeihaiTriageXpertIcMConnector,2016-10-08T12:30:14.8670000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=LikeCreation;] - [BeihaiSvcProd LikeCreation Reliability Failure],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,dadeside,null,1,RESOLVED,2016-11-28T19:14:43.2500000,null,seansto,null,null,10/8/2016 12:49:29 PM,10/8/2016 12:12:00 PM,dadeside,LiveSite,False Alarm/Transient,2016-10-08T12:37:28.9530000,2016-10-08T12:49:16.6770000,dadeside
24406979,ICMPortal,2016-10-11T05:07:57.9700000,"Intermittent ""encodingStatus: failed"" errors when uploading models to Community Web",2016-12-01T02:17:31.9600000,PROD,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,designe,null,3,RESOLVED,2016-11-28T21:21:23.7400000,null,designe,null,Web Community,10/11/2016 8:58:02 PM,10/11/2016 4:53:46 AM,designe,LiveSite,External,2016-10-11T16:31:03.4470000,2016-10-11T16:31:03.4470000,designe
24442902,ICMPortal,2016-10-11T23:52:05.8600000,Opening pages in Community Web and publishing models taking longer than usual,2016-12-01T02:17:31.9600000,PROD,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,designe,null,3,RESOLVED,2016-10-15T04:48:13.7370000,null,designe,null,Web Community,10/15/2016 4:47:25 AM,10/11/2016 11:38:32 PM,designe,LiveSite,Unable To Reproduce,2016-10-12T00:22:33.5570000,2016-10-12T00:22:33.5570000,designe
24444249,ICMPortal,2016-10-12T00:32:03.7670000,"Community Web returning ""Something went wrong"" error when a user runs a search for ""test"" or ""tests""",2016-12-01T02:17:31.9600000,PROD,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,designe,null,3,RESOLVED,2016-10-17T18:14:52.4530000,null,designe,null,Web Community,10/17/2016 6:14:10 PM,10/12/2016 12:30:23 AM,designe,LiveSite,Fixed with Hotfix,2016-10-12T00:40:13.3470000,2016-10-12T00:40:13.3470000,designe
24498854,ICMPortal,2016-10-13T04:04:34.0730000,Community not accessible in WDG (Outer Ring),2016-11-30T18:27:20.6530000,PROD,BEIHAISERVICES\BigParkOperations,BeihaiServices,null,null,2,RESOLVED,2016-11-30T18:27:20.6470000,null,a-anagor,null,,10/13/2016 4:09:34 AM,10/13/2016 4:04:31 AM,anshah,LiveSite,Fixed with Hotfix,2016-10-13T04:06:16.1800000,2016-10-13T04:09:23.9200000,acottle
24533528,ICMPortal,2016-10-13T23:21:31.9500000,Intermittent 500 responses for the MeControl call in production site,2016-12-01T21:27:23.0300000,PROD,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,null,null,2,RESOLVED,2016-11-14T22:46:58.8570000,null,anyates,null,,11/14/2016 10:46:32 PM,10/13/2016 11:21:30 PM,anyates,LiveSite,Unable To Reproduce,2016-10-13T23:35:40.0900000,2016-10-13T23:35:40.0900000,acottle
24626536,BeihaiTriageXpertIcMConnector,2016-10-15T23:35:41.3670000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=LikeCreation;] - [BeihaiSvcProd LikeCreation Reliability Failure],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,designe,null,3,RESOLVED,2016-10-18T23:51:40.7830000,null,hesilva,2016-10-18T23:43:57.9500000,null,10/18/2016 11:50:59 PM,10/15/2016 11:17:00 PM,hesilva,LiveSite,Other,2016-10-15T23:42:44.3730000,2016-10-15T23:42:44.3730000,IcMSystem
24628480,BeihaiTriageXpertIcMConnector,2016-10-16T00:59:02.9300000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=CreateBoard;] - [BeihaiSvcProd CreateBoard DataAbsence],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,null,null,2,RESOLVED,2016-10-18T18:05:03.1230000,null,jaslone,2016-10-17T18:00:41.0130000,null,10/18/2016 5:59:26 PM,10/16/2016 12:39:00 AM,jaslone,LiveSite,External,null,null,null
24690622,BeihaiTriageXpertIcMConnector,2016-10-17T21:19:48.2370000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=Spotlight;] - [BeihaiSvcProd GetSpotlight DataAbsence],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,jaslone,null,2,RESOLVED,2016-10-18T18:05:28.0030000,null,jaslone,2016-10-17T23:31:45.9530000,null,10/18/2016 6:05:18 PM,10/17/2016 8:59:00 PM,jaslone,LiveSite,External,2016-10-17T21:27:06.0970000,2016-10-17T21:27:06.0970000,jaslone
24690725,BeihaiTriageXpertIcMConnector,2016-10-17T21:21:59.7700000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=GetCreation;] - [BeihaiSvcProd GetCreation DataAbsence],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,jaslone,null,2,RESOLVED,2016-10-18T18:06:05.7900000,null,jaslone,2016-10-17T22:23:00.6970000,null,10/18/2016 6:05:59 PM,10/17/2016 9:01:00 PM,jaslone,LiveSite,,2016-10-17T21:26:49.4630000,2016-10-17T21:26:49.4630000,jaslone
24691004,BeihaiTriageXpertIcMConnector,2016-10-17T21:29:49.2070000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=GetDeletedCreation;] - [BeihaiSvcProd GetDeletedCreation DataAbsence],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,jaslone,null,2,RESOLVED,2016-10-18T18:06:16.9600000,null,jaslone,2016-10-17T22:31:47.7130000,null,10/18/2016 6:06:11 PM,10/17/2016 9:09:00 PM,jaslone,LiveSite,,2016-10-17T21:40:28.7100000,2016-10-17T21:40:28.7100000,jaslone
24691043,BeihaiTriageXpertIcMConnector,2016-10-17T21:31:17.6830000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=UploadCreation;] - [BeihaiSvcProd UploadCreation DataAbsence],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,jaslone,null,2,RESOLVED,2016-10-18T18:06:30.5500000,null,jaslone,2016-10-17T22:31:17.9170000,null,10/18/2016 6:06:21 PM,10/17/2016 9:11:00 PM,jaslone,LiveSite,,2016-10-17T21:40:47.4170000,2016-10-17T21:40:47.4170000,jaslone
24691415,BeihaiTriageXpertIcMConnector,2016-10-17T21:43:05.2100000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=EncodingComplete;] - [BeihaiSvcProd EncodingComplete DataAbsence],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,jaslone,null,2,RESOLVED,2016-10-18T18:06:41.3900000,null,jaslone,null,null,10/18/2016 6:06:35 PM,10/17/2016 9:23:00 PM,jaslone,LiveSite,,2016-10-17T21:47:38.9200000,2016-10-17T21:47:38.9200000,jaslone
24691416,BeihaiTriageXpertIcMConnector,2016-10-17T21:43:07.6800000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=DeleteCreation;] - [BeihaiSvcProd DeleteCreation DataAbsence],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,jaslone,null,2,RESOLVED,2016-10-18T18:06:56.0300000,null,jaslone,null,null,10/18/2016 6:06:47 PM,10/17/2016 9:23:00 PM,jaslone,LiveSite,,10/17/2016 9:48:34 PM,10/17/2016 9:48:34 PM,jaslone
24691450,BeihaiTriageXpertIcMConnector,2016-10-17T21:44:01.9870000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=UploadCompleted;] - [BeihaiSvcProd UploadCreationCompleted DataAbsence],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,jaslone,null,2,RESOLVED,2016-10-18T18:07:06.4370000,null,jaslone,null,null,10/18/2016 6:07:01 PM,10/17/2016 9:23:00 PM,jaslone,LiveSite,,2016-10-17T21:47:55.8470000,2016-10-17T21:47:55.8470000,jaslone
24691559,BeihaiTriageXpertIcMConnector,2016-10-17T21:47:09.3730000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=UploadLocation;] - [BeihaiSvcProd UploadLocation DataAbsence],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,jaslone,null,2,RESOLVED,2016-10-18T18:07:26.2430000,null,jaslone,null,null,10/18/2016 6:07:19 PM,10/17/2016 9:27:00 PM,jaslone,LiveSite,,2016-10-17T21:49:28.5300000,2016-10-17T21:49:28.5300000,jaslone
24691722,BeihaiTriageXpertIcMConnector,2016-10-17T21:51:43.2230000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=UnlikeCreation;] - [BeihaiSvcProd UnlikeCreation DataAbsence],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,jaslone,null,2,RESOLVED,2016-10-18T18:07:37.9630000,null,jaslone,null,null,10/18/2016 6:07:32 PM,10/17/2016 9:31:00 PM,jaslone,LiveSite,,2016-10-17T21:56:45.3970000,2016-10-17T21:56:45.3970000,jaslone
24691841,BeihaiTriageXpertIcMConnector,2016-10-17T21:55:14.6730000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=GetMe;] - [BeihaiSvcProd GetMe DataAbsence],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,jaslone,null,2,RESOLVED,2016-10-18T18:07:48.6630000,null,jaslone,null,null,10/18/2016 6:07:43 PM,10/17/2016 9:35:00 PM,jaslone,LiveSite,,2016-10-17T21:58:39.5030000,2016-10-17T21:58:39.5030000,jaslone
24692218,BeihaiTriageXpertIcMConnector,2016-10-17T22:05:24.4900000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=LikeCreation;] - [BeihaiSvcProd LikeCreation DataAbsence],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,jaslone,null,2,RESOLVED,2016-10-18T18:07:58.6900000,null,jaslone,null,null,10/18/2016 6:07:53 PM,10/17/2016 9:45:00 PM,jaslone,LiveSite,,2016-10-17T22:10:49.1230000,2016-10-17T22:10:49.1230000,jaslone
24756306,BeihaiTriageXpertIcMConnector,2016-10-19T04:34:04.5230000,Xpert Alert: [Environment=PROD;ModernClient=Realtime;VEFProvider=Beihai.Svc;VEFProvider=Prod;VEFTopic=CreateBoard;] - [BeihaiSvcProd CreateBoard DataAbsence],2016-12-01T02:17:31.9600000,null,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,dadeside,null,3,RESOLVED,2016-10-19T21:31:17.3700000,null,dadeside,2016-10-19T05:34:07.0030000,null,10/19/2016 9:29:21 PM,10/19/2016 4:14:00 AM,dadeside,LiveSite,,2016-10-19T04:42:15.5500000,2016-10-19T04:42:15.5500000,dadeside
24778219,Mail2IcM,2016-10-19T17:32:12.6200000,Test email,2016-10-26T01:56:38.2630000,PROD,BEIHAISERVICES\BigParkOperations,BeihaiServices,null,null,3,RESOLVED,2016-10-26T01:56:38.2630000,null,a-antet,null,01D22A2DD8E4A563AB5336A34051925C93A1A8379730,10/26/2016 1:56:19 AM,10/19/2016 5:28:45 PM,a-antet,LiveSite,By Design,null,null,null
24778604,Mail2IcM,2016-10-19T17:44:18.7830000,Sev 3: Id 24778219: Test email,2016-10-19T21:49:59.4600000,PROD,BEIHAISERVICES\BigParkOperations,BeihaiServices,null,null,3,RESOLVED,10/19/2016 5:57:28 PM,null,a-antet,null,0101D22A2EC4696E5094F7779C40A2E3B653FB1FD62AA0B00C6580,10/19/2016 5:57:13 PM,10/19/2016 5:44:04 PM,a-antet,LiveSite,Other,null,null,null
24792252,ICMPortal,2016-10-19T21:18:30.2570000,Discover page is not loading due to GetChannels failure,2016-12-01T02:17:31.9600000,PROD,BEIHAISERVICES\RemixServiceDevs,BeihaiServices,jaslone,null,2,RESOLVED,2016-10-19T21:44:58.5770000,null,jaslone,null,,10/19/2016 9:42:50 PM,10/19/2016 9:13:57 PM,jaslone,LiveSite,Fixed with Ad-Hoc steps,2016-10-19T21:20:26.9730000,2016-10-19T21:20:26.9730000,jaslone
24792564,Mail2IcM,2016-10-19T21:23:23.9970000,"Alert: ""simon ai2icm test-simontest"" for app ""SimonTest""",2016-10-26T01:58:49.2900000,PROD,BEIHAISERVICES\BigParkOperations,BeihaiServices,swarring,null,3,RESOLVED,2016-10-26T01:58:49.2900000,null,a-antet,null,0101D22A4EFCB4B267D2F6A0C64EB9ADAC39A1DEE483,10/26/2016 1:58:32 AM,10/19/2016 9:21:19 PM,a-antet,LiveSite,Other,2016-10-19T21:24:36.1830000,2016-10-19T21:24:36.1830000,swarring
